id_venda,data_venda,tipo_vinho,produto,safra,preco_unitario,quantidade,desconto_aplicado,canal,regiao_cliente,tipo_cliente,forma_pagamento,valor_total,sucesso_venda
449,2025-06-25,Tinto,Tannat Especial,2018,110.27,15,0.0,Distribuidor,Sudeste,PJ,Credito,1654.05,1
450,2025-12-24,Tinto,Tannat Especial,2011,213.36,11,0.2,Eventos,Sudeste,PF,Credito,1877.57,0
451,2025-01-22,Tinto,Merlot Classico,2009,130.68,9,0.15,E-commerce,Sudeste,PF,Credito,999.7,1
452,2025-03-14,Branco,Riesling Doce,2010,116.72,8,0.15,Distribuidor,Sudeste,PF,Credito,793.7,1
453,2024-12-18,Tinto,Merlot Classico,2017,263.98,1,0.0,Distribuidor,Nordeste,PF,Debito,263.98,1
454,2024-09-26,Branco,Sauvignon Blanc,2015,224.48,1,0.0,E-commerce,Sudeste,PF,Credito,224.48,1
455,2024-01-26,Tinto,Cabernet Reserva,2023,148.11,8,0.1,Eventos,Sudeste,PF,Credito,1066.39,1
456,2025-08-04,Tinto,Malbec Premium,2018,275.51,10,0.0,Loja Fisica,Sul,PF,Pix,2755.1,1
457,2024-07-25,Espumante,Moscatel Doce,2018,101.52,11,0.05,Loja Fisica,Nordeste,PF,Pix,1060.88,1
458,2026-01-15,Tinto,Cabernet Reserva,2019,101.35,14,0.05,Loja Fisica,Sudeste,PJ,Credito,1347.95,1
459,2025-11-03,Branco,Sauvignon Blanc,2012,233.42,1,0.1,Distribuidor,Norte,PF,Pix,210.08,0
460,2025-02-26,Tinto,Tannat Especial,2010,129.09,10,0.0,E-commerce,Sudeste,PF,Boleto,1290.9,1
461,2026-02-24,Branco,Sauvignon Blanc,2020,101.38,11,0.0,Eventos,Sul,PF,Credito,1115.18,0
462,2024-09-15,Rose,Rose Provence,2003,141.41,7,0.05,E-commerce,Sudeste,PF,Credito,940.38,1
463,2026-03-09,Tinto,Merlot Classico,2020,169.35,4,0.0,E-commerce,Centro-Oeste,PF,Debito,677.4,1
464,2025-01-15,Tinto,Cabernet Reserva,2008,266.23,10,0.0,Loja Fisica,Sudeste,PF,Credito,2662.3,1
465,2024-01-01,Tinto,Cabernet Reserva,2022,138.07,8,0.0,E-commerce,Sudeste,PF,Boleto,1104.56,1
466,2025-11-14,Rose,Rose Brasileiro,2021,83.96,5,0.05,Loja Fisica,Sudeste,PF,Pix,398.81,1
467,2026-02-18,Branco,Riesling Doce,2019,124.67,8,0.2,E-commerce,Sudeste,PF,Credito,797.89,1
468,2024-09-17,Tinto,Malbec Premium,2002,115.74,1,0.0,Loja Fisica,Sudeste,PF,Credito,115.74,0
469,2024-02-09,Espumante,Moscatel Doce,2006,230.46,3,0.2,Distribuidor,Sul,PJ,Credito,553.1,1
470,2024-07-27,Tinto,Merlot Classico,2009,209.19,5,0.05,E-commerce,Nordeste,PF,Pix,993.65,0
471,2025-01-13,Espumante,Moscatel Doce,2002,222.65,9,0.0,Loja Fisica,Sudeste,PF,Credito,2003.85,1
472,2024-07-28,Branco,Sauvignon Blanc,2008,172.17,10,0.05,E-commerce,Centro-Oeste,PF,Credito,1635.61,1
473,2025-04-07,Tinto,Cabernet Reserva,2019,150.01,8,0.1,Loja Fisica,Sul,PF,Credito,1080.07,1
474,2026-02-18,Tinto,Malbec Premium,2016,93.37,30,0.0,Loja Fisica,Sudeste,PJ,Pix,2801.1,1
475,2024-07-11,Tinto,Cabernet Reserva,2010,246.62,6,0.2,Distribuidor,Sudeste,PF,Credito,1183.78,1
476,2025-03-26,Tinto,Cabernet Reserva,2009,347.15,20,0.0,Loja Fisica,Sudeste,PJ,Debito,6943.0,0
477,2025-03-04,Tinto,Tannat Especial,2015,233.8,6,0.0,Eventos,Sul,PF,Credito,1402.8,0
478,2024-12-04,Branco,Chardonnay Safra,2010,75.56,6,0.0,Loja Fisica,Sudeste,PF,Credito,453.36,0
479,2026-04-28,Tinto,Merlot Classico,2007,282.39,9,0.0,Eventos,Sul,PJ,Pix,2541.51,1
480,2024-01-15,Tinto,Tannat Especial,2004,209.39,11,0.15,Loja Fisica,Centro-Oeste,PF,Credito,1957.8,0
481,2024-06-26,Tinto,Cabernet Reserva,2009,240.57,5,0.05,Loja Fisica,Sudeste,PJ,Pix,1142.71,1
482,2025-08-02,Tinto,Cabernet Reserva,2005,215.16,3,0.05,E-commerce,Centro-Oeste,PF,Credito,613.21,1
483,2024-08-21,Branco,Sauvignon Blanc,2004,138.66,10,0.15,E-commerce,Sul,PF,Credito,1178.61,0
484,2024-09-11,Branco,Chardonnay Safra,2001,62.04,10,0.0,E-commerce,Sul,PF,Pix,620.4,1
485,2024-12-27,Rose,Rose Provence,2003,155.27,7,0.0,Loja Fisica,Sudeste,PF,Credito,1086.89,0
486,2025-09-14,Tinto,Malbec Premium,2011,250.16,6,0.0,Distribuidor,Sudeste,PF,Boleto,1500.96,1
487,2026-01-24,Tinto,Cabernet Reserva,2007,144.22,7,0.05,Loja Fisica,Nordeste,PF,Credito,959.06,0
488,2024-07-27,Tinto,Merlot Classico,2005,263.72,9,0.0,E-commerce,Sul,PF,Debito,2373.48,1
489,2025-05-22,Tinto,Tannat Especial,2002,267.66,33,0.0,E-commerce,Sudeste,PJ,Pix,8832.78,0
490,2024-08-26,Tinto,Tannat Especial,2005,216.72,1,0.2,E-commerce,Sudeste,PF,Debito,173.38,0
491,2024-09-02,Tinto,Merlot Classico,2021,112.86,4,0.1,Loja Fisica,Nordeste,PF,Debito,406.3,1
492,2025-01-31,Tinto,Cabernet Reserva,2017,260.34,5,0.2,Loja Fisica,Centro-Oeste,PF,Pix,1041.36,1
493,2024-05-16,Tinto,Merlot Classico,2005,210.94,10,0.1,Loja Fisica,Nordeste,PF,Credito,1898.46,1
494,2025-06-19,Branco,Riesling Doce,2008,197.63,9,0.1,Distribuidor,Sudeste,PF,Credito,1600.8,1
495,2024-02-15,Rose,Rose Provence,2014,171.8,1,0.1,E-commerce,Norte,PF,Pix,154.62,0
496,2025-09-23,Tinto,Malbec Premium,2020,145.61,5,0.0,Loja Fisica,Norte,PF,Credito,728.05,0
497,2024-05-15,Tinto,Merlot Classico,2008,165.93,1,0.0,E-commerce,Sudeste,PF,Credito,165.93,1
498,2024-03-01,Branco,Riesling Doce,2011,99.57,1,0.15,Loja Fisica,Nordeste,PF,Credito,84.63,0
499,2024-07-09,Espumante,Moscatel Doce,2015,148.79,7,0.2,Loja Fisica,Sudeste,PF,Credito,833.22,1
500,2025-12-28,Tinto,Malbec Premium,2004,207.21,11,0.0,E-commerce,Sudeste,PF,Credito,2279.31,1
501,2025-07-18,Tinto,Merlot Classico,2018,255.71,8,0.1,Distribuidor,Sudeste,PF,Credito,1841.11,1
502,2025-03-28,Tinto,Merlot Classico,2012,211.41,10,0.1,Loja Fisica,Sul,PF,Credito,1902.69,1
503,2025-12-15,Espumante,Brut Tradicional,2010,189.85,9,0.05,Distribuidor,Sul,PF,Debito,1623.22,1
504,2025-12-25,Tinto,Tannat Especial,2021,131.33,5,0.2,Loja Fisica,Sul,PF,Credito,525.32,0
505,2024-05-08,Tinto,Cabernet Reserva,2005,304.27,7,0.0,Loja Fisica,Sudeste,PF,Boleto,2129.89,0
506,2024-12-24,Tinto,Tannat Especial,2013,228.4,5,0.1,E-commerce,Sudeste,PJ,Credito,1027.8,1
507,2024-05-17,Tinto,Merlot Classico,2014,176.52,39,0.0,Loja Fisica,Sudeste,PJ,Debito,6884.28,1
508,2024-10-19,Tinto,Malbec Premium,2011,120.37,17,0.0,E-commerce,Sul,PJ,Credito,2046.29,1
509,2025-05-09,Tinto,Malbec Premium,2018,192.4,22,0.2,E-commerce,Sudeste,PJ,Credito,3386.24,1
510,2025-10-07,Tinto,Cabernet Reserva,2016,253.73,3,0.15,Loja Fisica,Sudeste,PJ,Debito,647.01,0
511,2024-09-07,Branco,Riesling Doce,2003,114.74,34,0.05,Loja Fisica,Sul,PJ,Debito,3706.1,0
512,2025-06-04,Tinto,Malbec Premium,2014,287.01,2,0.0,Distribuidor,Centro-Oeste,PF,Boleto,574.02,0
513,2024-09-18,Branco,Sauvignon Blanc,2010,100.63,8,0.2,E-commerce,Sul,PF,Credito,644.03,0
514,2024-05-29,Tinto,Tannat Especial,2001,90.77,22,0.0,Loja Fisica,Sudeste,PJ,Debito,1996.94,0
515,2025-04-24,Branco,Chardonnay Safra,2021,151.83,1,0.2,Loja Fisica,Centro-Oeste,PF,Pix,121.46,1
516,2024-03-15,Branco,Chardonnay Safra,2007,172.01,5,0.05,E-commerce,Sudeste,PF,Credito,817.05,1
517,2026-03-10,Espumante,Brut Tradicional,2008,321.35,6,0.0,Loja Fisica,Sudeste,PF,Pix,1928.1,1
518,2025-06-16,Branco,Riesling Doce,2004,60.81,3,0.05,Distribuidor,Sudeste,PF,Credito,173.31,1
519,2024-11-23,Branco,Sauvignon Blanc,2000,160.79,4,0.2,Loja Fisica,Sul,PF,Pix,514.53,1
520,2025-08-03,Branco,Chardonnay Safra,2010,125.46,27,0.15,Loja Fisica,Sul,PJ,Boleto,2879.31,1
521,2024-05-26,Tinto,Merlot Classico,2001,331.07,11,0.0,Loja Fisica,Sudeste,PF,Credito,3641.77,1
522,2024-07-27,Tinto,Tannat Especial,2009,90.22,3,0.0,Eventos,Centro-Oeste,PF,Credito,270.66,1
523,2025-04-22,Tinto,Malbec Premium,2003,81.2,11,0.0,Loja Fisica,Sudeste,PF,Credito,893.2,1
524,2026-02-18,Rose,Rose Provence,2004,84.0,9,0.05,E-commerce,Sudeste,PF,Debito,718.2,1
525,2024-09-06,Tinto,Tannat Especial,2012,134.39,1,0.0,Loja Fisica,Sudeste,PF,Pix,134.39,0
526,2024-02-22,Tinto,Merlot Classico,2014,194.18,11,0.05,Loja Fisica,Nordeste,PF,Pix,2029.18,1
527,2025-05-12,Branco,Chardonnay Safra,2007,225.27,9,0.2,Loja Fisica,Centro-Oeste,PF,Credito,1621.94,1
528,2026-01-14,Espumante,Moscatel Doce,2013,313.1,11,0.0,Distribuidor,Nordeste,PF,Pix,3444.1,0
529,2024-09-14,Espumante,Brut Tradicional,2018,262.0,2,0.0,Eventos,Sudeste,PF,Credito,524.0,0
530,2025-01-16,Tinto,Merlot Classico,2023,145.18,4,0.0,Distribuidor,Sul,PF,Debito,580.72,1
531,2025-06-05,Branco,Chardonnay Safra,2023,115.96,1,0.0,E-commerce,Sudeste,PF,Debito,115.96,1
532,2024-08-01,Tinto,Tannat Especial,2000,327.84,6,0.05,Loja Fisica,Sul,PF,Credito,1868.69,1
533,2025-06-23,Tinto,Tannat Especial,2014,328.73,11,0.05,Distribuidor,Sudeste,PF,Credito,3435.23,1
534,2025-09-23,Branco,Chardonnay Safra,2016,186.51,4,0.15,Loja Fisica,Sudeste,PF,Pix,634.13,1
535,2024-02-06,Tinto,Merlot Classico,2017,282.16,8,0.1,Distribuidor,Sul,PF,Credito,2031.55,1
536,2025-10-02,Espumante,Brut Tradicional,2014,219.17,26,0.0,E-commerce,Sul,PJ,Boleto,5698.42,0
537,2024-03-06,Branco,Chardonnay Safra,2010,208.97,11,0.15,Loja Fisica,Centro-Oeste,PJ,Boleto,1953.87,1
538,2026-04-28,Tinto,Malbec Premium,2006,274.83,4,0.0,Loja Fisica,Sul,PF,Pix,1099.32,0
539,2025-08-15,Tinto,Tannat Especial,2002,131.51,8,0.05,Distribuidor,Sudeste,PF,Pix,999.48,0
540,2024-11-25,Branco,Sauvignon Blanc,2007,121.88,4,0.1,Eventos,Sudeste,PF,Credito,438.77,1
541,2024-06-20,Branco,Chardonnay Safra,2008,91.05,6,0.0,Loja Fisica,Sudeste,PF,Pix,546.3,0
542,2025-10-21,Tinto,Cabernet Reserva,2000,339.18,4,0.0,Loja Fisica,Sudeste,PF,Debito,1356.72,1
543,2025-02-20,Tinto,Tannat Especial,2022,300.7,37,0.2,Distribuidor,Sudeste,PJ,Debito,8900.72,1
544,2025-01-11,Tinto,Cabernet Reserva,2019,135.13,6,0.2,E-commerce,Sudeste,PF,Credito,648.62,1
545,2025-11-21,Tinto,Malbec Premium,2019,175.05,11,0.05,Distribuidor,Sul,PJ,Credito,1829.27,1
546,2025-05-03,Tinto,Cabernet Reserva,2004,254.41,9,0.0,E-commerce,Sudeste,PJ,Debito,2289.69,1
547,2024-04-04,Branco,Sauvignon Blanc,2019,86.86,2,0.05,Loja Fisica,Sul,PF,Pix,165.03,1
548,2024-02-23,Branco,Sauvignon Blanc,2005,145.68,11,0.05,Eventos,Sudeste,PF,Credito,1522.36,0
549,2024-01-01,Tinto,Cabernet Reserva,2021,118.66,31,0.05,Loja Fisica,Sudeste,PJ,Boleto,3494.54,0
550,2025-07-18,Tinto,Tannat Especial,2023,162.69,36,0.0,Loja Fisica,Sudeste,PJ,Credito,5856.84,1
551,2025-03-07,Tinto,Merlot Classico,2004,188.01,4,0.15,Loja Fisica,Sul,PJ,Credito,639.23,1
552,2025-04-02,Tinto,Merlot Classico,2004,132.04,7,0.0,E-commerce,Sudeste,PF,Boleto,924.28,1
553,2024-07-31,Tinto,Malbec Premium,2007,133.51,11,0.25,E-commerce,Sul,PF,Boleto,1101.46,0
554,2025-12-17,Tinto,Malbec Premium,2007,243.8,19,0.0,E-commerce,Sudeste,PJ,Pix,4632.2,1
555,2025-04-12,Espumante,Moscatel Doce,2023,282.72,1,0.1,E-commerce,Sul,PF,Credito,254.45,1
556,2024-02-24,Tinto,Tannat Especial,2007,169.88,10,0.1,Loja Fisica,Sudeste,PF,Pix,1528.92,1
557,2024-11-05,Espumante,Brut Tradicional,2015,138.41,25,0.0,Loja Fisica,Sudeste,PJ,Credito,3460.25,0
558,2024-01-16,Tinto,Tannat Especial,2023,262.72,2,0.2,E-commerce,Nordeste,PF,Credito,420.35,0
559,2024-11-23,Branco,Sauvignon Blanc,2013,115.98,3,0.05,Loja Fisica,Sul,PF,Boleto,330.54,0
560,2025-11-04,Tinto,Merlot Classico,2021,191.7,8,0.05,E-commerce,Sudeste,PF,Debito,1456.92,1
561,2024-02-27,Tinto,Malbec Premium,2001,241.45,1,0.05,Distribuidor,Centro-Oeste,PF,Debito,229.38,0
562,2025-08-27,Tinto,Malbec Premium,2010,305.62,2,0.1,Loja Fisica,Sul,PF,Credito,550.12,1
563,2024-09-22,Tinto,Malbec Premium,2017,287.56,4,0.0,E-commerce,Sul,PF,Debito,1150.24,1
564,2024-06-01,Tinto,Merlot Classico,2006,272.08,6,0.0,E-commerce,Sudeste,PF,Pix,1632.48,1
565,2025-11-09,Tinto,Cabernet Reserva,2013,101.94,9,0.05,Distribuidor,Sudeste,PF,Credito,871.59,1
566,2025-01-13,Rose,Rose Provence,2021,173.93,8,0.0,E-commerce,Sudeste,PF,Credito,1391.44,1
567,2024-01-14,Tinto,Merlot Classico,2006,320.81,11,0.1,E-commerce,Sudeste,PF,Pix,3176.02,0
568,2026-01-09,Branco,Sauvignon Blanc,2003,169.83,7,0.15,Loja Fisica,Sul,PF,Boleto,1010.49,1
569,2024-11-13,Rose,Rose Brasileiro,2001,95.39,9,0.15,Loja Fisica,Sul,PF,Credito,729.73,0
570,2024-03-30,Tinto,Cabernet Reserva,2002,323.18,2,0.2,E-commerce,Nordeste,PF,Credito,517.09,1
571,2024-03-23,Rose,Rose Provence,2021,179.11,9,0.0,Loja Fisica,Nordeste,PF,Credito,1611.99,1
572,2025-04-13,Branco,Riesling Doce,2019,249.38,6,0.0,Eventos,Sul,PF,Credito,1496.28,1
573,2024-02-24,Branco,Chardonnay Safra,2015,121.28,31,0.2,Loja Fisica,Centro-Oeste,PJ,Pix,3007.74,1
574,2026-01-24,Tinto,Merlot Classico,2014,260.37,10,0.2,E-commerce,Centro-Oeste,PF,Boleto,2082.96,1
575,2025-06-28,Branco,Chardonnay Safra,2004,241.26,1,0.25,Distribuidor,Centro-Oeste,PF,Credito,180.94,0
576,2024-11-21,Tinto,Tannat Especial,2003,213.17,3,0.0,Distribuidor,Nordeste,PF,Debito,639.51,1
577,2026-02-14,Tinto,Cabernet Reserva,2008,246.4,11,0.0,E-commerce,Centro-Oeste,PF,Credito,2710.4,0
578,2026-01-15,Rose,Rose Provence,2016,141.37,8,0.1,Loja Fisica,Sul,PF,Credito,1017.86,1
579,2026-04-26,Espumante,Moscatel Doce,2021,342.55,9,0.15,E-commerce,Nordeste,PF,Pix,2620.51,1
580,2025-08-10,Rose,Rose Provence,2012,187.94,8,0.1,Loja Fisica,Sudeste,PF,Debito,1353.17,1
581,2025-05-30,Tinto,Tannat Especial,2016,304.19,10,0.0,Distribuidor,Sul,PF,Pix,3041.9,0
582,2024-03-04,Tinto,Tannat Especial,2007,134.51,3,0.0,E-commerce,Sul,PF,Pix,403.53,1
583,2025-12-20,Branco,Chardonnay Safra,2016,107.15,6,0.05,E-commerce,Sudeste,PF,Credito,610.76,0
584,2024-09-10,Branco,Riesling Doce,2020,157.4,10,0.05,Loja Fisica,Sul,PF,Credito,1495.3,1
585,2024-10-10,Tinto,Tannat Especial,2022,139.26,8,0.0,Loja Fisica,Sul,PF,Pix,1114.08,0
586,2026-01-04,Espumante,Moscatel Doce,2013,249.25,10,0.05,Loja Fisica,Sudeste,PF,Pix,2367.88,1
587,2024-01-27,Branco,Sauvignon Blanc,2019,195.95,5,0.0,E-commerce,Sul,PF,Credito,979.75,1
588,2024-09-03,Branco,Sauvignon Blanc,2014,93.52,7,0.1,Loja Fisica,Sudeste,PF,Debito,589.18,1
589,2024-07-09,Tinto,Cabernet Reserva,2006,122.67,5,0.15,Distribuidor,Centro-Oeste,PF,Credito,521.35,1
590,2025-05-15,Espumante,Moscatel Doce,2002,350.64,4,0.05,E-commerce,Nordeste,PF,Pix,1332.43,1
591,2024-01-24,Rose,Rose Brasileiro,2015,151.06,7,0.0,Loja Fisica,Nordeste,PF,Pix,1057.42,1
592,2024-03-30,Espumante,Moscatel Doce,2019,330.93,8,0.2,E-commerce,Sudeste,PF,Debito,2117.95,1
593,2024-01-08,Tinto,Merlot Classico,2019,300.66,6,0.2,E-commerce,Sudeste,PF,Credito,1443.17,1
594,2024-07-29,Espumante,Moscatel Doce,2005,212.07,1,0.1,Loja Fisica,Sudeste,PF,Debito,190.86,0
595,2025-05-20,Branco,Sauvignon Blanc,2001,186.81,2,0.0,Loja Fisica,Nordeste,PF,Credito,373.62,0
596,2025-01-22,Tinto,Cabernet Reserva,2013,100.33,9,0.1,E-commerce,Sudeste,PF,Debito,812.67,1
597,2024-05-12,Tinto,Cabernet Reserva,2018,157.35,1,0.1,E-commerce,Sudeste,PF,Credito,141.62,0
598,2024-02-09,Tinto,Malbec Premium,2018,173.14,28,0.0,E-commerce,Norte,PJ,Credito,4847.92,1
599,2025-04-03,Tinto,Cabernet Reserva,2001,182.06,7,0.25,Distribuidor,Sudeste,PF,Credito,955.82,1
600,2025-08-08,Tinto,Malbec Premium,2013,300.3,9,0.2,Eventos,Centro-Oeste,PF,Credito,2162.16,0
601,2024-04-11,Tinto,Cabernet Reserva,2015,310.62,7,0.15,E-commerce,Sudeste,PF,Debito,1848.19,0
602,2025-08-21,Branco,Riesling Doce,2003,216.43,11,0.1,Loja Fisica,Sul,PF,Credito,2142.66,0
603,2026-01-30,Espumante,Moscatel Doce,2003,126.21,32,0.2,Loja Fisica,Nordeste,PJ,Pix,3230.98,1
604,2025-01-23,Tinto,Cabernet Reserva,2021,156.83,20,0.0,Loja Fisica,Sudeste,PJ,Pix,3136.6,1
605,2024-01-05,Tinto,Tannat Especial,2009,105.94,10,0.0,Distribuidor,Norte,PF,Credito,1059.4,1
606,2025-04-08,Tinto,Cabernet Reserva,2003,234.03,11,0.15,Distribuidor,Sudeste,PF,Credito,2188.18,0
607,2024-12-09,Branco,Riesling Doce,2011,102.98,4,0.0,Loja Fisica,Sudeste,PF,Pix,411.92,1
608,2024-02-12,Espumante,Brut Tradicional,2015,200.9,29,0.0,Loja Fisica,Sudeste,PJ,Debito,5826.1,0
609,2024-01-29,Tinto,Cabernet Reserva,2011,145.21,6,0.0,E-commerce,Sudeste,PF,Pix,871.26,1
610,2024-04-09,Tinto,Cabernet Reserva,2001,225.14,18,0.1,E-commerce,Sul,PJ,Credito,3647.27,1
611,2024-06-17,Branco,Riesling Doce,2023,84.56,3,0.0,Distribuidor,Nordeste,PF,Boleto,253.68,0
612,2024-11-21,Tinto,Merlot Classico,2009,115.59,6,0.2,Loja Fisica,Centro-Oeste,PF,Pix,554.83,1
613,2024-11-06,Tinto,Merlot Classico,2005,81.46,6,0.05,E-commerce,Sudeste,PF,Credito,464.32,1
614,2025-06-29,Tinto,Malbec Premium,2022,131.44,4,0.0,E-commerce,Sudeste,PF,Credito,525.76,1
615,2024-05-13,Tinto,Tannat Especial,2018,168.12,5,0.2,Loja Fisica,Sul,PF,Pix,672.48,1
616,2025-09-05,Rose,Rose Provence,2010,75.61,7,0.0,Loja Fisica,Sudeste,PF,Credito,529.27,0
617,2025-04-23,Branco,Chardonnay Safra,2014,147.44,26,0.0,Loja Fisica,Sul,PJ,Pix,3833.44,1
618,2024-12-27,Espumante,Brut Tradicional,2016,201.35,6,0.0,Loja Fisica,Sudeste,PF,Boleto,1208.1,1
619,2025-03-25,Tinto,Tannat Especial,2017,150.89,1,0.1,Distribuidor,Sul,PF,Pix,135.8,1
620,2024-04-25,Rose,Rose Provence,2018,89.33,6,0.05,Loja Fisica,Sudeste,PF,Credito,509.18,0
621,2025-02-28,Tinto,Malbec Premium,2009,158.27,5,0.0,E-commerce,Sudeste,PF,Pix,791.35,0
622,2025-09-30,Tinto,Malbec Premium,2012,267.82,8,0.0,Loja Fisica,Sul,PF,Credito,2142.56,1
623,2024-07-02,Tinto,Tannat Especial,2011,164.13,10,0.05,E-commerce,Sudeste,PF,Credito,1559.23,1
624,2025-02-20,Espumante,Moscatel Doce,2010,297.3,7,0.15,Distribuidor,Sudeste,PF,Credito,1768.93,1
625,2024-05-30,Branco,Chardonnay Safra,2022,243.07,3,0.1,Loja Fisica,Nordeste,PF,Credito,656.29,1
626,2024-06-23,Rose,Rose Provence,2015,84.4,39,0.05,E-commerce,Sudeste,PJ,Boleto,3127.02,1
627,2024-04-27,Rose,Rose Provence,2001,174.14,3,0.0,Loja Fisica,Sul,PF,Pix,522.42,1
628,2024-07-07,Tinto,Cabernet Reserva,2005,257.23,8,0.1,E-commerce,Sudeste,PF,Pix,1852.06,1
629,2024-08-16,Branco,Riesling Doce,2012,244.03,31,0.0,Loja Fisica,Sudeste,PJ,Debito,7564.93,0
630,2026-03-01,Branco,Riesling Doce,2019,182.43,4,0.0,Eventos,Norte,PF,Pix,729.72,0
631,2025-03-01,Tinto,Tannat Especial,2016,309.13,1,0.0,E-commerce,Sudeste,PF,Credito,309.13,0
632,2025-12-20,Tinto,Malbec Premium,2012,270.75,1,0.05,Eventos,Sudeste,PF,Debito,257.21,0
633,2024-11-18,Tinto,Cabernet Reserva,2020,236.34,10,0.05,Distribuidor,Sudeste,PF,Credito,2245.23,1
634,2026-03-25,Tinto,Cabernet Reserva,2010,170.98,3,0.0,E-commerce,Sudeste,PF,Credito,512.94,0
635,2026-02-09,Rose,Rose Brasileiro,2022,164.52,11,0.05,Distribuidor,Sudeste,PF,Debito,1719.23,1
636,2026-02-21,Branco,Sauvignon Blanc,2007,239.13,4,0.05,Distribuidor,Sudeste,PF,Debito,908.69,1
637,2025-06-28,Tinto,Cabernet Reserva,2010,135.53,26,0.05,E-commerce,Sudeste,PJ,Credito,3347.59,1
638,2024-02-13,Rose,Rose Provence,2007,183.84,4,0.0,Eventos,Sul,PF,Credito,735.36,1
639,2026-01-12,Branco,Chardonnay Safra,2006,84.39,6,0.25,E-commerce,Nordeste,PF,Pix,379.75,1
640,2025-06-16,Tinto,Merlot Classico,2019,121.99,6,0.05,Loja Fisica,Sudeste,PF,Pix,695.34,0
641,2024-06-25,Tinto,Malbec Premium,2023,136.36,7,0.1,Loja Fisica,Sul,PF,Pix,859.07,1
642,2025-10-07,Tinto,Malbec Premium,2010,134.78,2,0.2,E-commerce,Centro-Oeste,PF,Credito,215.65,0
643,2025-03-25,Tinto,Merlot Classico,2002,186.65,4,0.05,E-commerce,Nordeste,PF,Credito,709.27,1
644,2025-01-10,Tinto,Merlot Classico,2012,164.83,2,0.2,Loja Fisica,Centro-Oeste,PF,Credito,263.73,1
645,2026-02-14,Tinto,Merlot Classico,2016,206.53,3,0.1,Distribuidor,Nordeste,PF,Credito,557.63,0
646,2024-08-30,Tinto,Cabernet Reserva,2011,275.43,9,0.05,E-commerce,Sudeste,PF,Pix,2354.93,1
647,2025-09-20,Tinto,Cabernet Reserva,2005,278.71,4,0.25,E-commerce,Sudeste,PF,Pix,836.13,0
648,2025-05-31,Tinto,Cabernet Reserva,2018,194.38,10,0.0,Eventos,Sul,PF,Credito,1943.8,1
649,2025-01-30,Branco,Chardonnay Safra,2006,185.22,36,0.0,Distribuidor,Sul,PJ,Pix,6667.92,0
650,2025-07-19,Tinto,Merlot Classico,2010,207.45,27,0.0,Distribuidor,Sudeste,PJ,Credito,5601.15,1
651,2024-10-05,Espumante,Brut Tradicional,2022,104.46,10,0.05,E-commerce,Nordeste,PF,Credito,992.37,1
652,2024-05-06,Branco,Chardonnay Safra,2017,183.74,8,0.0,Loja Fisica,Nordeste,PF,Debito,1469.92,1
653,2025-01-16,Espumante,Brut Tradicional,2007,98.18,3,0.05,Loja Fisica,Sudeste,PF,Boleto,279.81,1
654,2026-04-24,Tinto,Malbec Premium,2002,238.51,6,0.05,E-commerce,Sudeste,PF,Credito,1359.51,0
655,2024-07-28,Rose,Rose Provence,2000,142.74,11,0.1,Eventos,Sul,PF,Pix,1413.13,1
656,2024-07-23,Rose,Rose Provence,2020,88.8,5,0.2,Distribuidor,Sudeste,PF,Credito,355.2,1
657,2024-10-27,Tinto,Malbec Premium,2013,215.46,8,0.1,Loja Fisica,Centro-Oeste,PF,Pix,1551.31,0
658,2025-03-29,Branco,Chardonnay Safra,2010,203.95,3,0.25,E-commerce,Sul,PF,Debito,458.89,0
659,2025-05-27,Rose,Rose Brasileiro,2000,195.68,7,0.2,E-commerce,Sudeste,PF,Credito,1095.81,1
660,2025-08-12,Tinto,Merlot Classico,2005,152.19,31,0.0,E-commerce,Nordeste,PJ,Credito,4717.89,1
661,2024-04-07,Tinto,Tannat Especial,2020,139.7,7,0.0,Loja Fisica,Sudeste,PF,Credito,977.9,1
662,2024-08-06,Branco,Sauvignon Blanc,2009,221.81,14,0.0,E-commerce,Sudeste,PJ,Credito,3105.34,1
663,2024-08-20,Rose,Rose Provence,2015,145.79,11,0.0,Loja Fisica,Sudeste,PF,Boleto,1603.69,0
664,2024-02-21,Branco,Sauvignon Blanc,2002,193.47,21,0.15,Distribuidor,Sul,PJ,Credito,3453.44,1
665,2025-11-27,Tinto,Merlot Classico,2001,86.94,1,0.2,Loja Fisica,Sudeste,PF,Credito,69.55,1
666,2026-04-21,Branco,Sauvignon Blanc,2014,242.17,2,0.15,E-commerce,Sul,PF,Credito,411.69,1
667,2026-01-21,Tinto,Merlot Classico,2019,208.79,9,0.0,Loja Fisica,Nordeste,PF,Pix,1879.11,0
668,2024-09-29,Tinto,Cabernet Reserva,2010,320.76,4,0.0,E-commerce,Sudeste,PF,Credito,1283.04,1
669,2026-01-25,Branco,Chardonnay Safra,2022,228.34,1,0.05,E-commerce,Nordeste,PF,Credito,216.92,1
670,2024-02-20,Tinto,Tannat Especial,2008,113.25,8,0.1,Distribuidor,Nordeste,PF,Credito,815.4,1
671,2025-06-14,Tinto,Malbec Premium,2004,223.53,5,0.1,Eventos,Sudeste,PF,Debito,1005.89,1
672,2025-12-29,Tinto,Merlot Classico,2017,306.96,7,0.1,Loja Fisica,Sul,PF,Pix,1933.85,1
